Season,Week,Contestant,Est_Fan_Votes,Certainty,Judge Score,Official Result,Model,J_ZScore,F_ZScore,New_Score,Dynamic_Weight_J,New_Rank,Original_Rank_Simulated
19,1,Antonio Sabato Jr.,0.0740074441687344,0.0054763440860214,25.0,Safe,Improved,-0.7751056200153705,-0.7456204321262915,-0.760363026070831,0.5,10.5,10.5
19,1,Jonathan Bennett,0.0780397022332506,0.0054763440860217,30.0,Safe,Improved,0.29684896085695,0.28555676123986007,0.29120286104840504,0.5,6.0,6.0
19,1,Lea Thompson,0.079652605459057,0.0054763440860217,32.0,Safe,Improved,0.7256307932058782,0.6980276385862993,0.7118292158960888,0.5,3.5,3.5
19,1,Janel Parrish,0.0772332506203474,0.0054763440860228,29.0,Safe,Improved,0.08245804468248591,0.07932132256664041,0.08088968362456317,0.5,7.5,7.5
19,1,Alfonso Ribeiro,0.0828784119106699,0.0054763440860217,36.0,Safe,Improved,1.5831944579037347,1.5229693932792028,1.5530819255914687,0.5,1.0,1.0
19,1,Lolo Jones,0.0680434656741108,0.9053859387923906,22.0,Eliminated,Improved,-1.4182783685387628,-2.270800246261006,-1.8445393073998844,0.5,13.0,12.5
19,1,Randy Couture,0.0788461538461538,0.0054763440860217,31.0,Safe,Improved,0.5112398770314142,0.4917921999130797,0.5015160384722469,0.5,5.0,5.0
19,1,Tommy Chong,0.0756203473945409,0.0054763440860143,27.0,Safe,Improved,-0.34632378766644234,-0.3331495547798237,-0.339736671223133,0.5,9.0,9.0
19,1,Betsey Johnson,0.0735198097601323,0.0054763440860213,20.0,Safe,Improved,-1.847060200887691,-0.8703241273773553,-1.3586921641325231,0.5,12.0,12.5
19,1,Michael Waltrip,0.0740074441687344,0.0054763440860253,25.0,Safe,Improved,-0.7751056200153705,-0.7456204321262915,-0.760363026070831,0.5,10.5,10.5
19,1,Tavis Smiley,0.0772332506203474,0.0054763440860203,29.0,Safe,Improved,0.08245804468248591,0.07932132256664041,0.08088968362456317,0.5,7.5,7.5
19,1,Bethany Mota,0.079652605459057,0.0054763440860216,32.0,Safe,Improved,0.7256307932058782,0.6980276385862993,0.7118292158960888,0.5,3.5,3.5
19,1,Sadie Robertson,0.0812655086848635,0.0054763440860202,34.0,Safe,Improved,1.1544126255548064,1.1104985159327636,1.132455570743785,0.5,2.0,2.0
19,2,Antonio Sabato Jr.,0.0795367615809604,0.0888977900552492,31.0,Safe,Improved,0.35489301338438733,0.15571752737496528,0.2553052703796763,0.5,5.5,5.5
19,2,Jonathan Bennett,0.0787080322991925,0.088897790055249,30.0,Safe,Improved,0.24236596036006938,0.10634367723168696,0.17435481879587816,0.5,7.0,8.0
19,2,Lea Thompson,0.0828516787080322,0.0888977900552487,35.0,Safe,Improved,0.8050012254816592,0.35321292794809006,0.5791070767148746,0.5,1.0,1.0
19,2,Janel Parrish,0.0820229494262643,0.088897790055249,34.0,Safe,Improved,0.6924741724573412,0.30383907780481173,0.4981566251310765,0.5,2.0,2.0
19,2,Alfonso Ribeiro,0.0803654908627284,0.0888977900552489,32.0,Safe,Improved,0.4674200664087053,0.20509137751824935,0.3362557219634773,0.5,4.0,4.0
19,2,Lolo Jones,0.1041723969400764,0.0888977900552487,0.0,Safe,Improved,-3.1334456303694695,1.6234539705842954,-0.7549958298925871,0.5,12.0,7.0
19,2,Randy Couture,0.0770505737356565,0.088897790055249,28.0,Safe,Improved,0.01731185431143347,0.007595976945118784,0.012453915628276128,0.5,9.0,10.0
19,2,Tommy Chong,0.0770505737356565,0.0888977900552486,28.0,Safe,Improved,0.01731185431143347,0.007595976945118784,0.012453915628276128,0.5,9.0,10.0
19,2,Betsey Johnson,0.0770505737356565,0.0888977900552483,28.0,Safe,Improved,0.01731185431143347,0.007595976945118784,0.012453915628276128,0.5,9.0,10.0
19,2,Michael Waltrip,0.0737356566085847,0.0888977900552483,24.0,Safe,Improved,-0.43279635778583836,-0.18989942362800682,-0.3113478907069226,0.5,11.0,13.0
19,2,Tavis Smiley,0.0267243306417339,0.9235942201444964,28.0,Eliminated,Improved,0.01731185431143347,-2.9907298207059383,-1.4867089831972524,0.5,13.0,12.0
19,2,Bethany Mota,0.0811942201444963,0.0888977900552486,33.0,Safe,Improved,0.5799471194330232,0.2544652276615277,0.41720617354727546,0.5,3.0,3.0
19,2,Sadie Robertson,0.0795367615809604,0.0888977900552481,31.0,Safe,Improved,0.35489301338438733,0.15571752737496528,0.2553052703796763,0.5,5.5,5.5
19,3,Antonio Sabato Jr.,0.0784920461974286,0.1475087818696884,29.0,Safe,Improved,0.14498445202729696,0.07922580568036672,0.11210512885383184,0.5,8.5,10.5
19,3,Jonathan Bennett,0.0810416212682501,0.1475087818696884,32.0,Safe,Improved,0.3805841865716544,0.20796773991095877,0.29427596324130656,0.5,5.0,5.0
19,3,Lea Thompson,0.0801917629113096,0.1475087818696886,31.0,Safe,Improved,0.30205094172353525,0.16505376183409476,0.233552351778815,0.5,7.0,8.0
19,3,Janel Parrish,0.0878404881237742,0.1475087818696886,40.0,Safe,Improved,1.0088501453566077,0.5512795645258758,0.7800648549412417,0.5,1.5,1.5
19,3,Alfonso Ribeiro,0.0810416212682501,0.1475087818696884,32.0,Safe,Improved,0.3805841865716544,0.20796773991095877,0.29427596324130656,0.5,5.0,5.0
19,3,Lolo Jones,0.0857963899179196,0.1475087818696886,0.0,Safe,Improved,-2.1324796485681587,0.4480619108114434,-0.8422088688783577,0.5,11.5,8.0
19,3,Randy Couture,0.0120419989830754,0.9199005447809984,26.0,Eliminated,Improved,-0.09061528251706052,-3.276199067270527,-1.6834071748937938,0.5,13.0,13.0
19,3,Tommy Chong,0.0827413379821311,0.1475087818696885,34.0,Safe,Improved,0.5376506762678928,0.2937956960646868,0.4157231861662898,0.5,3.0,3.0
19,3,Betsey Johnson,0.0784920461974286,0.1475087818696883,29.0,Safe,Improved,0.14498445202729696,0.07922580568036672,0.11210512885383184,0.5,8.5,10.5
19,3,Michael Waltrip,0.0776421878404881,0.1475087818696886,28.0,Safe,Improved,0.0664512071791778,0.0363118276035027,0.051381517391340246,0.5,10.0,12.0
19,3,Tavis Smiley,0.0857963899179196,0.1475087818696886,0.0,Safe,Improved,-2.1324796485681587,0.4480619108114434,-0.8422088688783577,0.5,11.5,8.0
19,3,Bethany Mota,0.0878404881237742,0.1475087818696888,40.0,Safe,Improved,1.0088501453566077,0.5512795645258758,0.7800648549412417,0.5,1.5,1.5
19,3,Sadie Robertson,0.0810416212682501,0.1475087818696872,32.0,Safe,Improved,0.3805841865716544,0.20796773991095877,0.29427596324130656,0.5,5.0,5.0
19,4,Antonio Sabato Jr.,0.0777444444444444,0.3038249999999989,29.0,Safe,Improved,0.29421665392511204,0.03428958068741485,0.16425311730626344,0.5,6.0,9.0
19,4,Jonathan Bennett,0.0730569444444444,0.3038250000000009,24.0,Safe,Improved,-0.041293565463173726,-0.1613992008761062,-0.10134638316963997,0.5,9.0,13.0
19,4,Lea Thompson,0.0871194444444444,0.3038250000000007,39.0,Safe,Improved,0.9652370927016836,0.4256671438144575,0.6954521182580705,0.5,2.0,2.0
19,4,Janel Parrish,0.0843069444444444,0.3038250000000004,36.0,Safe,Improved,0.7639309610687122,0.308253874876345,0.5360924179725286,0.5,4.0,4.0
19,4,Alfonso Ribeiro,0.0880569444444444,0.3038250000000002,40.0,Safe,Improved,1.0323391365793408,0.46480490012716147,0.7485720183532512,0.5,1.0,1.0
19,4,Lolo Jones,0.090725,0.3038250000000009,0.0,Safe,Improved,-1.6517426185269455,0.5761880555000596,-0.537777281513443,0.5,11.0,7.0
19,4,Randy Couture,0.090725,0.3038250000000002,0.0,Safe,Improved,-1.6517426185269455,0.5761880555000596,-0.537777281513443,0.5,11.0,7.0
19,4,Tommy Chong,0.0768069444444444,0.3038250000000004,28.0,Safe,Improved,0.2271146100474549,-0.00484817562528913,0.11113321721108288,0.5,7.0,10.0
19,4,Betsey Johnson,2.775557561562892e-17,0.936871153846154,29.0,Eliminated,Improved,0.29421665392511204,-3.211303082068037,-1.4585432140714625,0.5,13.0,11.0
19,4,Michael Waltrip,0.0739944444444444,0.3038250000000002,25.0,Safe,Improved,0.02580847841448343,-0.12226144456340164,-0.048226483074459106,0.5,8.0,12.0
19,4,Tavis Smiley,0.090725,0.3038250000000001,0.0,Safe,Improved,-1.6517426185269455,0.5761880555000596,-0.537777281513443,0.5,11.0,7.0
19,4,Bethany Mota,0.0814944444444444,0.3038250000000005,33.0,Safe,Improved,0.5626248294357407,0.1908406059382319,0.3767327176869863,0.5,5.0,5.0
19,4,Sadie Robertson,0.0852444444444444,0.3038249999999997,37.0,Safe,Improved,0.8310330049463693,0.347391631189049,0.5892123180677091,0.5,3.0,3.0
19,6,Antonio Sabato Jr.,0.0656069965870307,0.4717897610921505,28.0,Safe,Improved,0.3429558192089689,-0.3812189604426163,-0.01913157061682369,0.5,7.5,12.5
19,6,Jonathan Bennett,1.3877787807814457e-17,0.9554611709110004,32.0,Eliminated,Improved,0.5941347290521575,-2.591403962134534,-0.9986346165411882,0.5,13.0,11.0
19,6,Lea Thompson,0.0697025597269624,0.4717897610921505,32.0,Safe,Improved,0.5941347290521575,-0.24324659931873102,0.1754440648667132,0.5,5.0,9.0
19,6,Janel Parrish,0.0707264505119453,0.47178976109215,33.0,Safe,Improved,0.6569294565129545,-0.20875350903776066,0.22408797373759692,0.5,4.0,4.0
19,6,Alfonso Ribeiro,0.076869795221843,0.4717897610921485,39.0,Safe,Improved,1.0336978212777375,-0.0017949673519281138,0.5159514269629046,0.5,1.0,1.0
19,6,Lolo Jones,0.1093150170648464,0.4717897610921501,0.0,Safe,Improved,-1.415296549693351,1.0912278263198814,-0.1620343616867348,0.5,10.5,6.5
19,6,Randy Couture,0.1093150170648464,0.4717897610921506,0.0,Safe,Improved,-1.415296549693351,1.0912278263198814,-0.1620343616867348,0.5,10.5,6.5
19,6,Tommy Chong,0.0656069965870307,0.4717897610921504,28.0,Safe,Improved,0.3429558192089689,-0.3812189604426163,-0.01913157061682369,0.5,7.5,12.5
19,6,Betsey Johnson,0.1093150170648464,0.4717897610921502,0.0,Safe,Improved,-1.415296549693351,1.0912278263198814,-0.1620343616867348,0.5,10.5,6.5
19,6,Michael Waltrip,0.0676547781569965,0.4717897610921504,30.0,Safe,Improved,0.4685452741305632,-0.3122327798806755,0.07815624712494385,0.5,6.0,10.0
19,6,Tavis Smiley,0.1093150170648464,0.4717897610921497,0.0,Safe,Improved,-1.415296549693351,1.0912278263198814,-0.1620343616867348,0.5,10.5,6.5
19,6,Bethany Mota,0.0737981228668941,0.4717897610921504,36.0,Safe,Improved,0.8453136388953459,-0.10527423819484578,0.37001970035025006,0.5,2.0,2.0
19,6,Sadie Robertson,0.0727742320819112,0.4717897610921496,35.0,Safe,Improved,0.7825189114345489,-0.13976732847581663,0.3213757914793661,0.5,3.0,3.0
19,7,Antonio Sabato Jr.,6.938893903907227e-17,0.9603660764767148,29.5,Eliminated,Improved,0.581189239750254,-2.199898667736784,-0.8093547139932651,0.5,13.0,12.5
19,7,Jonathan Bennett,0.1142199226305608,0.5770023210831717,0.0,Safe,Improved,-1.2018993478035251,1.066640655374819,-0.06762934621435313,0.5,11.5,9.5
19,7,Lea Thompson,0.0639241503177673,0.5770023210831716,35.0,Safe,Improved,0.9136294848873994,-0.3717521771733749,0.2709386538570122,0.5,2.0,2.0
19,7,Janel Parrish,0.062183337938657,0.5770023210831726,33.5,Safe,Improved,0.8229639634863597,-0.42153711800997284,0.20071342273819343,0.5,4.0,5.5
19,7,Alfonso Ribeiro,0.0627636087316938,0.5770023210831722,34.0,Safe,Improved,0.853185803953373,-0.4049421377311058,0.22412183311113357,0.5,3.0,3.0
19,7,Lolo Jones,0.1142199226305609,0.5770023210831725,0.0,Safe,Improved,-1.2018993478035251,1.0666406553748216,-0.0676293462143518,0.5,9.0,5.5
19,7,Randy Couture,0.1142199226305609,0.5770023210831722,0.0,Safe,Improved,-1.2018993478035251,1.0666406553748216,-0.0676293462143518,0.5,9.0,5.5
19,7,Tommy Chong,0.0581214423873998,0.5770023210831716,30.0,Safe,Improved,0.6114110802172673,-0.5377019799620297,0.03685455012761879,0.5,6.0,11.0
19,7,Betsey Johnson,0.1142199226305608,0.5770023210831718,0.0,Safe,Improved,-1.2018993478035251,1.066640655374819,-0.06762934621435313,0.5,11.5,9.5
19,7,Michael Waltrip,0.0558003592152528,0.5770023210831721,28.0,Safe,Improved,0.49052371834921443,-0.6040819010774917,-0.05677909136413864,0.5,7.0,12.5
19,7,Tavis Smiley,0.1142199226305609,0.5770023210831727,0.0,Safe,Improved,-1.2018993478035251,1.0666406553748216,-0.0676293462143518,0.5,9.0,5.5
19,7,Bethany Mota,0.066825504282951,0.5770023210831724,37.5,Safe,Improved,1.0647386872224653,-0.28877727577904866,0.38798070572170834,0.5,1.0,1.0
19,7,Sadie Robertson,0.0592819839734734,0.5770023210831717,31.0,Safe,Improved,0.6718547611512937,-0.5045120194042959,0.08367137087349891,0.5,5.0,8.0
19,8,Antonio Sabato Jr.,0.1009064516129033,0.605438709677417,0.0,Safe,Improved,-1.0039416270880053,0.8171634994897298,-0.09338906379913775,0.5,6.0,3.0
19,8,Jonathan Bennett,0.1009064516129032,0.6054387096774204,0.0,Safe,Improved,-1.0039416270880053,0.817163499489726,-0.09338906379913964,0.5,9.0,8.0
19,8,Lea Thompson,0.0595102150537634,0.6054387096774204,32.0,Safe,Improved,0.680089489317681,-0.5932924505113708,0.04339851940315509,0.5,5.0,11.0
19,8,Janel Parrish,0.0728166666666666,0.6054387096774196,43.0,Safe,Improved,1.2589751855821356,-0.13991394534198673,0.5595306201200745,0.5,1.0,1.0
19,8,Alfonso Ribeiro,0.0703973118279569,0.6054387096774191,41.0,Safe,Improved,1.1537232408067801,-0.22234640082733015,0.465688419989725,0.5,2.0,2.0
19,8,Lolo Jones,0.1009064516129032,0.6054387096774194,0.0,Safe,Improved,-1.0039416270880053,0.817163499489726,-0.09338906379913964,0.5,9.0,8.0
19,8,Randy Couture,0.1009064516129032,0.6054387096774192,0.0,Safe,Improved,-1.0039416270880053,0.817163499489726,-0.09338906379913964,0.5,9.0,8.0
19,8,Tommy Chong,0.0558811827956989,0.6054387096774196,29.0,Safe,Improved,0.5222115721546479,-0.7169411337393845,-0.09736478079236832,0.5,12.0,12.0
19,8,Betsey Johnson,0.1009064516129032,0.6054387096774194,0.0,Safe,Improved,-1.0039416270880053,0.817163499489726,-0.09338906379913964,0.5,9.0,8.0
19,8,Michael Waltrip,0.0,0.9512537634408604,25.0,Eliminated,Improved,0.3117076826039371,-2.6209293538929477,-1.1546108356445053,0.5,13.0,13.0
19,8,Tavis Smiley,0.1009064516129032,0.6054387096774201,0.0,Safe,Improved,-1.0039416270880053,0.817163499489726,-0.09338906379913964,0.5,9.0,8.0
19,8,Bethany Mota,0.0691876344086021,0.6054387096774198,40.0,Safe,Improved,1.1010972684191025,-0.2635626285700004,0.4187673199245511,0.5,3.0,4.0
19,8,Sadie Robertson,0.0667682795698925,0.6054387096774206,38.0,Safe,Improved,0.9958453236437471,-0.3459950840553405,0.3249251197942033,0.5,4.0,5.0
20,2,Suzanne Somers,0.0825408261287223,0.0900371757925067,28.0,Safe,Improved,-0.2598242144963181,-0.11958545890049421,-0.18970483669840615,0.5,6.5,7.5
20,2,Willow Shields,0.0859990393852065,0.0900371757925073,32.0,Safe,Improved,0.8739541760330685,0.40224199811982586,0.6380980870764472,0.5,3.0,3.0
20,2,Riker Lynch,0.0859990393852065,0.0900371757925069,32.0,Safe,Improved,0.8739541760330685,0.40224199811982586,0.6380980870764472,0.5,3.0,3.0
20,2,Rumer Willis,0.0859990393852065,0.0900371757925071,32.0,Safe,Improved,0.8739541760330685,0.40224199811982586,0.6380980870764472,0.5,3.0,3.0
20,2,Nastia Liukin,0.0877281460134486,0.090037175792507,34.0,Safe,Improved,1.4408433712977617,0.6631557266299838,1.0519995489638727,0.5,1.0,1.0
20,2,Michael Sam,0.0825408261287223,0.0900371757925071,28.0,Safe,Improved,-0.2598242144963181,-0.11958545890049421,-0.18970483669840615,0.5,6.5,7.5
20,2,Robert Herjavec,0.0825408261287223,0.0900371757925069,28.0,Safe,Improved,-0.2598242144963181,-0.11958545890049421,-0.18970483669840615,0.5,6.5,7.5
20,2,Charlotte McKinney,0.0808450528338136,0.0900371757925068,26.0,Safe,Improved,-0.8267134097610114,-0.37546935053325203,-0.6010913801471317,0.5,11.0,12.0
20,2,Noah Galloway,0.0816762728146013,0.0900371757925068,27.0,Safe,Improved,-0.5432688121286647,-0.25004232315556585,-0.3966555676421153,0.5,10.0,11.0
20,2,Redfoo,0.0663358309317963,0.9227621757925072,31.0,Eliminated,Improved,0.5905095784007218,-2.5648399320833857,-0.9871651768413319,0.5,12.0,10.0
20,2,Patti LaBelle,0.0825408261287223,0.0900371757925072,28.0,Safe,Improved,-0.2598242144963181,-0.11958545890049421,-0.18970483669840615,0.5,6.5,7.5
20,2,Chris Soules,0.0952542747358309,0.0900371757925065,21.0,Safe,Improved,-2.2439363979227447,1.7988117203847107,-0.222562338769017,0.5,9.0,5.0
20,3,Suzanne Somers,0.0822949946751863,0.0704875399361025,25.0,Safe,Improved,-0.1162721524165712,-0.06153405206702189,-0.08890310224179654,0.5,8.0,9.0
20,3,Willow Shields,0.0890042598509052,0.0704875399361024,32.0,Safe,Improved,0.6350248324289666,0.33607059205834644,0.4855477122436565,0.5,4.0,4.0
20,3,Riker Lynch,0.0909211927582534,0.0704875399361029,34.0,Safe,Improved,0.8496811138134059,0.44967191895130604,0.649676516382356,0.5,1.5,1.5
20,3,Rumer Willis,0.0899627263045793,0.0704875399361024,33.0,Safe,Improved,0.7423529731211863,0.39287125550482627,0.5676121143130063,0.5,3.0,3.0
20,3,Nastia Liukin,0.0909211927582534,0.0704875399361024,34.0,Safe,Improved,0.8496811138134059,0.44967191895130604,0.649676516382356,0.5,1.5,1.5
20,3,Michael Sam,0.0813365282215122,0.0704875399361024,24.0,Safe,Improved,-0.2236002931087909,-0.11833471551350168,-0.1709675043111463,0.5,9.0,10.0
20,3,Robert Herjavec,0.0861288604898828,0.0704875399361024,29.0,Safe,Improved,0.31304041035230756,0.1656686017189022,0.23935450603560487,0.5,6.0,6.5
20,3,Charlotte McKinney,0.0336826943556975,0.9037125399361025,22.0,Eliminated,Improved,-0.43825657449323024,-2.9423974346318427,-1.6903270045625365,0.5,12.0,12.0
20,3,Noah Galloway,0.0870873269435569,0.0704875399361029,30.0,Safe,Improved,0.42036855104452725,0.22246926516538196,0.3214189081049546,0.5,5.0,5.0
20,3,Redfoo,0.1040702342917997,0.0704875399361023,0.0,Safe,Improved,-2.7994756697220633,1.2289107539963338,-0.7852824578628648,0.5,11.0,6.5
20,3,Patti LaBelle,0.079419595314164,0.0704875399361029,22.0,Safe,Improved,-0.43825657449323024,-0.23193604240646123,-0.3350963084498457,0.5,10.0,11.0
20,3,Chris Soules,0.0851703940362087,0.0704875399361016,28.0,Safe,Improved,0.20571226966008785,0.10886793827242239,0.15729010396625512,0.5,7.0,8.0
20,4,Suzanne Somers,0.0841794871794871,0.2004999999999996,28.0,Safe,Improved,0.06995220076948432,0.0340547464383076,0.052003473603895956,0.5,8.0,10.0
20,4,Willow Shields,0.0943333333333333,0.2005000000000003,39.0,Safe,Improved,0.909378610003295,0.4427117036980217,0.6760451568506584,0.5,1.0,1.0
20,4,Riker Lynch,0.0897179487179487,0.2005000000000002,34.0,Safe,Improved,0.5278211512606538,0.25695854130724427,0.392389846283949,0.5,4.5,4.5
20,4,Rumer Willis,0.0906410256410256,0.2004999999999998,35.0,Safe,Improved,0.604132643009182,0.2941091737853985,0.44912090839729024,0.5,3.0,3.0
20,4,Nastia Liukin,0.0915641025641025,0.2005000000000008,36.0,Safe,Improved,0.6804441347577103,0.33125980626355334,0.5058519705106318,0.5,2.0,2.0
20,4,Michael Sam,0.0059589743589743,0.9257326923076922,30.0,Eliminated,Improved,0.2225751842665408,-3.114048571280073,-1.4457366935067661,0.5,12.0,11.0
20,4,Robert Herjavec,0.0897179487179487,0.2005000000000004,34.0,Safe,Improved,0.5278211512606538,0.25695854130724427,0.392389846283949,0.5,4.5,4.5
20,4,Charlotte McKinney,0.0983666666666667,0.2004999999999999,0.0,Safe,Improved,-2.0667695681893066,0.6050393283872991,-0.7308651199010037,0.5,10.0,6.0
20,4,Noah Galloway,0.0878717948717948,0.2005000000000003,32.0,Safe,Improved,0.37519816776359727,0.18265727635093076,0.278927722057264,0.5,6.0,8.0
20,4,Redfoo,0.0983666666666666,0.2005000000000005,0.0,Safe,Improved,-2.0667695681893066,0.6050393283872952,-0.7308651199010057,0.5,11.0,7.0
20,4,Patti LaBelle,0.086025641025641,0.2004999999999999,30.0,Safe,Improved,0.2225751842665408,0.10835601139462113,0.16546559783058096,0.5,7.0,9.0
20,4,Chris Soules,0.0832564102564102,0.2004999999999994,27.0,Safe,Improved,-0.006359290979043929,-0.003095886039847212,-0.00472758850944557,0.5,9.0,12.0
20,5,Suzanne Somers,1.3877787807814457e-17,0.932364929328622,28.0,Eliminated,Improved,0.29338444593408675,-3.0643582783670795,-1.3854869162164964,0.5,12.0,11.0
20,5,Willow Shields,0.0901126766784452,0.3187212014134274,34.0,Safe,Improved,0.6919444479577517,0.24929204281783734,0.4706182453877945,0.5,4.0,4.0
20,5,Riker Lynch,0.0943529593639576,0.3187212014134274,38.0,Safe,Improved,0.9576511159735283,0.4052169870174354,0.6814340514954819,0.5,2.5,2.5
20,5,Rumer Willis,0.0954130300353356,0.3187212014134271,39.0,Safe,Improved,1.0240777829774725,0.4441982230673315,0.7341380030224021,0.5,1.0,1.0
20,5,Nastia Liukin,0.0943529593639576,0.3187212014134276,38.0,Safe,Improved,0.9576511159735283,0.4052169870174354,0.6814340514954819,0.5,2.5,2.5
20,5,Michael Sam,0.0990399293286219,0.3187212014134278,0.0,Safe,Improved,-1.5665622301763495,0.5775676495575586,-0.4944972903093955,0.5,9.5,5.5
20,5,Robert Herjavec,0.0795119699646643,0.3187212014134271,24.0,Safe,Improved,0.027677777918310144,-0.14052031768115503,-0.056421269881422445,0.5,8.0,12.0
20,5,Charlotte McKinney,0.0990399293286218,0.3187212014134276,0.0,Safe,Improved,-1.5665622301763495,0.5775676495575545,-0.49449729030939754,0.5,11.0,8.0
20,5,Noah Galloway,0.0837522526501766,0.3187212014134275,28.0,Safe,Improved,0.29338444593408675,0.015404626518439978,0.15439453622626337,0.5,5.0,7.0
20,5,Redfoo,0.0990399293286219,0.3187212014134277,0.0,Safe,Improved,-1.5665622301763495,0.5775676495575586,-0.4944972903093955,0.5,9.5,5.5
20,5,Patti LaBelle,0.0826921819787985,0.3187212014134269,27.0,Safe,Improved,0.2269577789301426,-0.023576609531459666,0.10169058469934147,0.5,6.5,9.5
20,5,Chris Soules,0.0826921819787985,0.3187212014134265,27.0,Safe,Improved,0.2269577789301426,-0.023576609531459666,0.10169058469934147,0.5,6.5,9.5
20,6,Suzanne Somers,0.1202413427561837,0.4829321554770316,0.0,Safe,Improved,-1.3505958104940723,1.073590293731982,-0.1385027583810452,0.5,9.5,6.5
20,6,Willow Shields,0.0751321554770317,0.4829321554770314,36.5,Safe,Improved,0.7397256205886262,-0.23855810923912624,0.25058375567475,0.5,3.0,3.0
20,6,Riker Lynch,0.0767222614840989,0.4829321554770314,38.0,Safe,Improved,0.8256292410440796,-0.19230466989391581,0.3166622855750819,0.5,1.0,1.0
20,6,Rumer Willis,0.0740720848056537,0.4829321554770314,35.5,Safe,Improved,0.6824565402849907,-0.2693937354692623,0.2065314024078642,0.5,4.0,4.0
20,6,Nastia Liukin,0.0751321554770318,0.4829321554770319,36.5,Safe,Improved,0.7397256205886262,-0.2385581092391234,0.25058375567475144,0.5,2.0,2.0
20,6,Michael Sam,0.1202413427561837,0.4829321554770318,0.0,Safe,Improved,-1.3505958104940723,1.073590293731982,-0.1385027583810452,0.5,9.5,6.5
20,6,Robert Herjavec,0.0719519434628975,0.4829321554770311,33.5,Safe,Improved,0.5679183796777195,-0.33106498792954103,0.11842669587408924,0.5,7.0,12.0
20,6,Charlotte McKinney,0.1202413427561837,0.482932155477032,0.0,Safe,Improved,-1.3505958104940723,1.073590293731982,-0.1385027583810452,0.5,9.5,6.5
20,6,Noah Galloway,0.0724819787985865,0.4829321554770314,34.0,Safe,Improved,0.5965529198295373,-0.31564717481447274,0.14045287250753227,0.5,6.0,10.0
20,6,Redfoo,0.1202413427561837,0.4829321554770316,0.0,Safe,Improved,-1.3505958104940723,1.073590293731982,-0.1385027583810452,0.5,9.5,6.5
20,6,Patti LaBelle,0.0,0.9535663427561838,34.0,Eliminated,Improved,0.5965529198295373,-2.424022839758151,-0.9137349599643068,0.5,12.0,11.0
20,6,Chris Soules,0.0735420494699646,0.4829321554770318,35.0,Safe,Improved,0.6538220001331729,-0.28481154858433383,0.18450522577441955,0.5,5.0,9.0
20,7,Suzanne Somers,0.1536433070866142,0.8513937007874017,0.0,Safe,Improved,-1.1198786282688524,1.1146829604885835,-0.00259783389013446,0.5,6.5,4.5
20,7,Willow Shields,1.3877787807814457e-17,0.9869683070866144,39.0,Eliminated,Improved,0.9435197891713952,-1.321153198454256,-0.18881670464143036,0.5,12.0,9.0
20,7,Riker Lynch,0.0400085301837269,0.8513937007874018,37.0,Safe,Improved,0.837704485712921,-0.6868644270420423,0.07542002933543934,0.5,3.5,7.5
20,7,Rumer Willis,0.0400085301837269,0.8513937007874002,37.0,Safe,Improved,0.837704485712921,-0.6868644270420423,0.07542002933543934,0.5,3.5,7.5
20,7,Nastia Liukin,0.0447329396325458,0.851393700787401,41.0,Safe,Improved,1.0493350926298695,-0.6119644031926671,0.21868534471860118,0.5,1.0,1.0
20,7,Michael Sam,0.1536433070866142,0.851393700787402,0.0,Safe,Improved,-1.1198786282688524,1.1146829604885835,-0.00259783389013446,0.5,6.5,4.5
20,7,Robert Herjavec,0.0329219160104986,0.8513937007874011,31.0,Safe,Improved,0.5202585753374983,-0.7992144628161045,-0.1394779437393031,0.5,10.5,11.5
20,7,Charlotte McKinney,0.1536433070866141,0.8513937007874008,0.0,Safe,Improved,-1.1198786282688524,1.1146829604885822,-0.002597833890135126,0.5,9.0,10.0
20,7,Noah Galloway,0.0411896325459316,0.8513937007874011,38.0,Safe,Improved,0.8906121374421582,-0.6681394210796989,0.11123635818122962,0.5,2.0,2.0
20,7,Redfoo,0.1536433070866142,0.8513937007874016,0.0,Safe,Improved,-1.1198786282688524,1.1146829604885835,-0.00259783389013446,0.5,6.5,4.5
20,7,Patti LaBelle,0.1536433070866142,0.8513937007874015,0.0,Safe,Improved,-1.1198786282688524,1.1146829604885835,-0.00259783389013446,0.5,6.5,4.5
20,7,Chris Soules,0.0329219160104986,0.8513937007873996,31.0,Safe,Improved,0.5202585753374983,-0.7992144628161045,-0.1394779437393031,0.5,10.5,11.5
20,8,Suzanne Somers,0.1466721040189125,0.8800326241134746,0.0,Safe,Improved,-0.9464618230380457,0.9514094194999418,0.0024737982309480655,0.5,6.5,6.5
20,8,Willow Shields,0.1466721040189125,0.8800326241134755,0.0,Safe,Improved,-0.9464618230380457,0.9514094194999418,0.0024737982309480655,0.5,6.5,6.5
20,8,Riker Lynch,0.0281069503546098,0.8800326241134755,39.0,Safe,Improved,1.1478366790035872,-0.8295535325700854,0.15914157321675093,0.5,2.0,2.0
20,8,Rumer Willis,0.0295253900709219,0.8800326241134744,40.0,Safe,Improved,1.2015366405943984,-0.8082472000902317,0.19664472025208335,0.5,1.0,1.0
20,8,Nastia Liukin,0.0266885106382978,0.8800326241134763,38.0,Safe,Improved,1.0941367174127763,-0.8508598650499374,0.12163842618141946,0.5,3.0,4.0
